listing_id,id,date,reviewer_id,reviewer_name,comments,Positive Words,Negative Words
1489424,868102047899957275,2023-04-12,494557010,Jodi,"My daughter and I had a great night's stay. Efrat was great with communication and she, along with her husband Dan, gave us a warm welcome. Accommodations were just what we needed and we felt very comfortable in their home.","['great', 'great', 'warm', 'welcome', 'comfortable']",[]
1489424,892744932787189121,2023-05-16,419008407,Carmel,"My wife and I had a great and comfy stay at Efrat's house. <br/>She accommodated an early check-in for us and was home to welcome and show us everything in the house. <br/>We enjoy discussing with Efrat and her husband in the kitchen, from our culture to theirs, to our respective families, hobbies and other activities. We were welcome to use everything in their kitchen, including the most varied selection of spices I've ever seen. <br/>Efrat and her husband were even so kind that they offered us a ride to the bus terminal. They are welcoming and friendly with guests.<br/>I highly recommend their place, and it is my first choice BnB in Albany from now on.","['great', 'comfy', 'welcome', 'enjoy', 'welcome', 'friendly', 'recommend']",[]
1489424,896412361610411721,2023-05-21,157261216,Claude,The hosts were extremely nice.  We would certainly come back.,['nice'],[]
1489424,899266263277329668,2023-05-25,110927363,Barbara,"We had a very comfortable stay with great, friendly hosts<br/>who were so helpful with local things.","['comfortable', 'great', 'friendly', 'helpful']",[]
1489424,903639533979354174,2023-05-31,40733718,Renfeng,"This is 4th time staying, same as before, comfortable, private.  Comfortable bed.  <br/>Will stay in future again.","['comfortable', 'comfortable']",[]
1489424,905080820691419553,2023-06-02,296934731,Ilohann,"Nous avons passé un très beau moment, merci à ces deux jolis humains pour leur hospitalité et leur gentillesse",[],[]
1489424,906551130674365147,2023-06-04,159861853,Max,"Efrat and David were most welcoming and helpful with every aspect of the stay, as well as flexible. Highly recmended for anyone who wants a secluded spot within arms reach of downtown Albany and the University","['helpful', 'well', 'flexible']",[]
1489424,920341756572405897,2023-06-23,76248242,Margaret,I felt right at home at Efrat’s place. Cozy and clean ❤️,"['right', 'cozy', 'clean']",[]
1489424,922484748628185516,2023-06-26,104875301,Trevyn,"A great place to stay in Albany that was close to a lot of things and in a great, safe neighbourhood","['great', 'great', 'safe']",[]
1489424,924622169381137280,2023-06-29,190653,Andrea,Comfy and clean -very nice couple,"['comfy', 'clean', 'nice']",[]
1489424,926161012309503379,2023-07-01,943095,Talia,Very clean and private. Would recommend!,"['clean', 'recommend']",[]
1489424,929737964462098897,2023-07-06,468766771,Madeline,Very comfortable and cozy stay while passing through Albany. Thank you so much Efrat and Dan!,"['comfortable', 'cozy', 'thank']",[]
1489424,932580114394701564,2023-07-10,33870508,Sha,"Conveniently located in a quiet neighbourhood, this place has easy access to Albany city center. It’s spacious and has all the necessities.","['conveniently', 'quiet', 'easy', 'spacious']",[]
1489424,942016940153944441,2023-07-23,40035905,Professor Jan,"This was the absolute best Airbnb stay ever, take it from Professor Jan, who has stayed in about 100 Airbnb locations! The hosts are so kind, brilliant, the space is just huge, super clean, accommodating, I can't wait to return to Efrat's and Dan's home! Their kindness and generosity made my stay even more perfect. The location is central to everything, Albany and more. Easy to reach my visit to Saratoga / SPAC.  Those reading this, don't hesitate a moment to reserve your stay at this fantastic Airbnb home.","['best', 'brilliant', 'super', 'clean', 'kindness', 'generosity', 'perfect', 'easy', 'fantastic']",[]
1489424,945730812224933313,2023-07-28,363655641,S J,"We enjoyed our stay at Efrat's place in Albany.  The location was perfect - centrally located and in a nice, quiet residential neighborhood. The house was spacious and our stay was relaxing, comfortable and enjoyable.","['enjoyed', 'perfect', 'nice', 'quiet', 'spacious', 'comfortable', 'enjoyable']",[]
1489424,955062966269166259,2023-08-10,14112087,Claudia,"Beautiful house in a quiet street in Albany! <br/>We only stopped for one night on our trip to Canada, Efrat and her husband were friendly and very responsive. The bedroom is in the basement, so you have a lot of privacy, a private bathroom and a room with TV. We used the fridge to store our breakfast, and there is plenty of space for parking.<br/>We definitely recommend!","['beautiful', 'quiet', 'friendly', 'responsive', 'recommend']",[]
1489424,957220544846730053,2023-08-13,38972906,Frédéric,"Efrat is a very good host. Him and his wife are very kind person. The place is confy and clean, I recommend.","['good', 'clean', 'recommend']",[]
1489424,959489602178180017,2023-08-16,519559248,Rafia,it was great staying there.,['great'],[]
1489424,961646136111684827,2023-08-19,186290608,Nathalie,"Efrat and Dan are lovely people. <br/>They welcomed us very well and were very nice with us. It is obvious they enjoy welcoming and meeting people.  <br/>They made us feel comfortable and welcome<br/> <br/>The bedroom was spacious, clean and comfortable and we enjoyed our short stay there. <br/>Would recommend","['lovely', 'well', 'nice', 'enjoy', 'comfortable', 'welcome', 'spacious', 'clean', 'comfortable', 'enjoyed', 'recommend']",[]
1489424,962381445274128772,2023-08-20,532260247,Nathan,"Efrat and her husband were absolutely lovely! They make you feel right at home, they’re very friendly, and they offer a very flexible check-in/out. If I’m ever in the area again I’ll definitely go back!","['lovely', 'right', 'friendly', 'flexible']",[]
1489424,963039723345569124,2023-08-21,8386619,Anna,"Albany è stata la prima tappa del viaggio on the road nello stato di NY, e abbiamo passato una notte da Efrat. Ottima accoglienza, stanza pulita e ordinata. È stato bello fare colazione con Dan e fare quattro chiacchiere.",[],[]
1489424,965938988600403138,2023-08-25,81487579,Sylvia,"We stayed at Efrat’s place as we were attending family orientation at RPI. A very easy ride to Troy. Efrat’s  place is just as described. Very nice, safe, peaceful neighborhood. Efrat and her husband Dan were very friendly hosts. Definitely recommend and we will keep it in mind next time we’re in the area.","['easy', 'nice', 'safe', 'peaceful', 'friendly', 'recommend']",[]
1489424,977540472007940510,2023-09-10,377712689,Brooke,Thank you for letting us stay in your home! We enjoyed the breakfast recommendation before heading to our next destination 😁,"['thank', 'enjoyed', 'recommendation']",[]
1489424,979060841905380419,2023-09-12,117475502,Brooke,Very welcoming. Easy communication and check in. Comfortable and affordable stay.,"['easy', 'comfortable', 'affordable']",[]
1489424,979753253589026714,2023-09-13,530935372,Robert,"Comfortable, quiet, friendly and reasonable. Exactly what I needed.","['comfortable', 'quiet', 'friendly', 'reasonable']",[]
1489424,980435624781880132,2023-09-14,497051486,Jakob,Nice room and Dan + Efrat are friendly.,"['nice', 'friendly']",[]
1489424,983407584558975159,2023-09-18,439509086,Jay,"Super happy to have found this budget friendly place in a quiet neighborhood. They had 2 comfy beds in the room, but the smaller bed had an extra plushy topper that made it feel like sleeping on a cloud.  I also appreciated the warm fuzzy blanket that was made available to me.  The hosts were the by far the most easy going in my travels; talking to Dan felt more like talking to a good buddy I’ve known for years rather than a stranger.  iWould stay here again.","['super', 'happy', 'friendly', 'quiet', 'comfy', 'like', 'appreciated', 'warm', 'available', 'easy', 'like', 'good']","['cloud', 'fuzzy', 'stranger']"
1489424,985519053314479940,2023-09-21,368520329,Praful,Great stay. Entire basement is ours. There’s a living room with tv and bedroom is very spacious.,"['great', 'spacious']",[]
1489424,986248906927641052,2023-09-22,221757460,Matarr,They are very friendly n helpful. You feel welcome at home. I felt so comfortable.,"['friendly', 'helpful', 'welcome', 'comfortable']",[]
1489424,1006608139300368382,2023-10-20,404475920,Tyrese,"Efrat and Dan are wonderful host. Their place is comfortable, peaceful, spacious, and close by the University at Albany which make makes a great place for students attending. I felt right at home, i would recommend anyone to book with then if you plan to be in the area!","['wonderful', 'comfortable', 'peaceful', 'spacious', 'great', 'right', 'recommend']",[]
1489424,1007960795949118699,2023-10-22,439567460,Ty,Very kind and understanding,[],[]
1489424,1009418230682409432,2023-10-24,224164515,Alberto,"Todo bien, fue una estancia corta para descansar una noche y darme una ducha, aún así tuve oportunidad de charlar un poco con los anfitriones los cuales fueron muy amables. Lugar amplio y cómodo, zona tranquila, perfecto para reponer fuerzas durante tu viaje.",[],[]
1489424,1020422948831444184,2023-11-08,541513891,Nevaeh,was very welcoming and very clean,['clean'],[]
1489424,1029758080229685406,2023-11-21,276220194,Malissa,Great cozy and spacious accommodations perfect for our overnight stop.  Wish we could have chatted more!  Thank you for sharing your home with us!,"['great', 'cozy', 'spacious', 'perfect', 'thank']",[]
1489424,1031205956419306356,2023-11-23,202599274,Julie,Friendly and welcoming! Very comfortable bed,"['friendly', 'comfortable']",[]
1489424,1037058991875153610,2023-12-01,404475920,Tyrese,"I stayed with Efrat & Dan multiple times throughout the last few months while traveling between home and school for my last college semester. They are very welcoming and kind, It was always a pleasant experience interacting with them. Their home is nice, spacious, and quiet, which is very good for relaxing or studying. If ever find myself needing a place to stay in Albany i wouldn’t hesitate to come back.","['pleasant', 'nice', 'spacious', 'quiet', 'good']",[]
1489424,1038471181387829614,2023-12-03,250910673,Mario,Great stay,['great'],[]
1489424,1042057392792295296,2023-12-08,71500408,Chris,Stayed for a few nights while moving. They were very helpful and welcoming.,['helpful'],[]
1489424,1062349202268617225,2024-01-05,419765548,Maureen,"Lovely, respectful hosts, very comfortable bed, squeaky clean accommodations, quiet location, off-street parking.  Use of entire floor was very nice!  Would definitely stay here again!","['lovely', 'respectful', 'comfortable', 'clean', 'quiet', 'nice']",['squeaky']
1489424,1082740508448331342,2024-02-02,129327595,Emilie,"I was there only for a very short stay, and they were very accomoding with my time of arriving/leaving.<br/>Nice place to stay if you go through Albany!",['nice'],[]
1489424,1087058031299510573,2024-02-08,477691959,Dean,"Elfrat and her husband were very nice and an accommodating, they gave me good recommendations for breakfast spots and made sure I felt right at home!","['nice', 'good', 'recommendations', 'right']",[]
1489424,1088506393121333157,2024-02-10,20642580,Bruce And Mary,"We so appreciated staying in Efrat's home as it was private, peaceful, quiet and had easy parking. It was also close to the interstate. Efrat could not have been nicer and we enjoyed our conversation with her. We will for sure stay again.","['appreciated', 'peaceful', 'quiet', 'easy', 'nicer', 'enjoyed']",[]
1489424,1089237368799385728,2024-02-11,75725880,Wendy,"Everything about this airbnb made my stay just perfect. The hosts were friendly and accommodating, and the area was spacious, clean and cozy. I would highly recommend.","['perfect', 'friendly', 'spacious', 'clean', 'cozy', 'recommend']",[]
1489424,1092061181922631643,2024-02-15,349034538,Markus,Efrat and Dan provided an amazing stay! They were very friendly and the place provided was very comfortable and cozy. Highly recommended. Thank you for the great hospitality!,"['amazing', 'friendly', 'comfortable', 'cozy', 'recommended', 'thank', 'great']",[]
1489424,1097184551238963737,2024-02-22,414682721,Sue,"Wonderful stay at this air bnb.  It is spacious, comfortable, easy to find.  The hosts are welcoming and make sure you are comfortable.  Nice to have a bathroom dedicated to the guest(s)!","['wonderful', 'spacious', 'comfortable', 'easy', 'comfortable', 'nice', 'dedicated']",[]
1489424,1097961171648955191,2024-02-23,28073020,Suong,Wonderful stay!  Host was responsive and very accommodating!,"['wonderful', 'responsive']",[]
1489424,1100795509636681603,2024-02-27,548773017,Xinyu,房东人很好，房间在地下室，很大很整洁，房东也很耐心，有什么问题他们会及时回答你，并且也好相处。是很棒的体验，下次还会再来住的。,[],[]
3820211,833384309296508044,2023-02-23,48199981,Joey,"this place is wonderful!<br/>super clean, warm and feels like home.<br/>as to the restaurant, I highly recommend Encebollados ""El Idolo"" and Shah's Halal Food. there are all within 5 minutes walk and delicious!<br/>I booked this place the very last minute before I arrived, and everything here fits my expectation!","['wonderful', 'super', 'clean', 'warm', 'like', 'recommend', 'delicious']",[]
3820211,850786935512923671,2023-03-19,9502028,Santi / Bogdan,"This was a good place, we had some missing amenities which the host resolved on the next day. Highly recommended for the central location and clean space.","['good', 'recommended', 'clean']",[]
3820211,902139352235049991,2023-05-29,36662642,Joy,"Staying at a repurposed Police Station was super cool, almost like a living speakeasy to me! The location was super convenient for all of our travel destinations and we were able to have calm Memorial Day Weekend in the State Capital!<br/>Thank You Terra for everything! 💓","['super', 'cool', 'like', 'super', 'convenient', 'calm', 'thank']",[]
3820211,957942552741461871,2023-08-14,118372332,Raphael,Greathost great location,['great'],[]
3820211,965276342561740411,2023-08-24,183969245,Donna,Tetrasplace was nice and cozy. The apartment matched the pictures perfectly and was in a convenient area. Terra was also very helpful. Will definitely book again.,"['nice', 'cozy', 'perfectly', 'convenient', 'helpful']",[]
3820211,968151812062267201,2023-08-28,339381418,Jeannie,It's a great space and place to stay amazing location quiet,"['great', 'amazing', 'quiet']",[]
3820211,1020387548889868908,2023-11-08,177595497,Joey,"Horrible stay. Avoid, avoid.<br/>Host is not communicative, and simply forgot to send us check in instructions at the beginning of our stay. Phone voice mailbox is full, and took two hours past check in time to actually get a hold of her and get instructions to get in.<br/>Place itself is just fine. Cheap poor-quality furniture in the process of falling apart and missing basic amenities like spoons or kitchen scissors? Bathroom shower was moldy when we got into the unit and needed to be replaced.<br/>Worst of all though, the neighbors were given the code and entered our place on more than one occasion to change the thermostat (which supposedly controls their units too). We now suspect they entered at several points while were asleep or away on day trips. This made us feel very unsafe, and the host was so clueless about it she offered to change the door code *after our check out*, as if she shouldn't be doing that every time. <br/>Stay away, thank me later.","['fine', 'like', 'thank']","['horrible', 'cheap', 'falling', 'worst', 'suspect', 'unsafe', 'clueless']"
3820211,1028313191281587417,2023-11-19,398439461,Douglas,Nice place and location,['nice'],[]
3820211,1094332918454133154,2024-02-18,39136040,Josh,"Check in was easy, and the co-host kept in touch with us throughout our arrival day. <br/>The apartment was much more spacious than it appeared on the pictures, which was a plus.  It was very clean especially the bathroom. If you like cooking for yourself, there is a great kitchen setup. <br/>The neighbor was pretty nice. There is a pizza shop across the street, a Dunkin’ Doughnuts, as well as gas station. At no point did we feel unsafe. <br/>We would be happy to book with them again when we come back to Albany.","['easy', 'spacious', 'clean', 'like', 'great', 'pretty', 'nice', 'well', 'happy']",['unsafe']
3820211,1101567425797600205,2024-02-28,460016794,Elizabeth,"The accomodation was a Fantastic surprise, it’s a restored historical precinct so there was a lot of space & comfort. Conveniently located, a 10 min walk from The NY Museum & The Egg, it’s also close to the bus stop & cafes. The Welcome basket was a delight & the amenities came in handy. It was a fun experience.","['fantastic', 'restored', 'comfort', 'conveniently', 'welcome', 'delight', 'handy', 'fun']",[]
3820211,1120329834904426986,2024-03-25,174908466,Amy,Great place!  Wonderful communication and prompt response time!  I felt at home and it was a great place!  I will stay again.,"['great', 'wonderful', 'prompt', 'great']",[]
3820211,1123954257301318490,2024-03-30,1518654,Halli,Great Place!,['great'],[]
3820211,1124698295857221242,2024-03-31,77312477,Denise,"Location was perfect to our needs, great restaurant  recommendations and very walkable. Very clean and safe accommodations in Downtown Albany.","['perfect', 'great', 'recommendations', 'clean', 'safe']",[]
3820211,1126206805687905580,2024-04-02,224081143,Jyran,Easy check in did what I needed it to do for my stay,['easy'],[]
5651579,822526420145378641,2023-02-08,4370480,Steven,I had a great stay at Greg’s apt. It is an excellent location for anyone visiting the state buildings. Greg was super nice and very helpful as a local guide.,"['great', 'excellent', 'super', 'nice', 'helpful']",[]
5651579,841388714029002435,2023-03-06,503434447,Keira,"I was hesitant to use AirBnB after a less than ideal experience in an affordable hotel in the area- but after staying here I’ll now exclusively use AirBnB over any hotel stay! Not only was it in my budget for the time I wanted to stay, but it was also right in town and I could see and experience Albany Central up close. The studio was way bigger than I’d expected and the kitchen was easy to use. It even had an electric kettle! I highly recommend this stay for anyone new to the area looking for an immersive city stay :) As someone new to the area I felt safe and comfortable; Gregg responded fast and was there for any questions I had.","['ideal', 'affordable', 'right', 'easy', 'recommend', 'safe', 'comfortable', 'fast']",['hesitant']
5651579,845665363630197702,2023-03-12,357327806,Tiffany,"huge apartment, private and spacious. great value for the space except the smell of old, and aged and excessive dust upon entry.","['spacious', 'great']","['smell', 'excessive', 'dust']"
5651579,848606593341768498,2023-03-16,420004839,Jackelynn,Gregg is an amazing host! He is very responsive and helpful. It truly was a pleasure. I would definitely go back.,"['amazing', 'responsive', 'helpful', 'pleasure']",[]
5651579,851432744150318827,2023-03-20,177682496,Miguel,"great guy, will get a hold of you quickly if you need assistance.  no issues here.",['great'],['issues']
5651579,855139792047252672,2023-03-25,12404722,Audra,"Gregg was a super responsive host, and his space was very convenient to walking to the Albany Capital Center. Gorgeous block of row homes with a rich history. Recommended!","['super', 'responsive', 'convenient', 'gorgeous', 'rich', 'recommended']",[]
5651579,859466141752810538,2023-03-31,505401421,Quinn,"Big space, peaceful street, easy highway access, friendly and responsive host","['peaceful', 'easy', 'friendly', 'responsive']",[]
5651579,866642799226660851,2023-04-10,103492222,Nathalie,"Vous adorerez son emplacement, il est près de tout ce qu'il y a à visiter de plus populaire, qui est marchable par de belles journées sinon il y a du transport en commun tout près. N'allez pas au quartier plus bas et vous allez être correct. Pour les restos et épiceries, cest dans le quartier situé plus haut. Très calme comme endroit et le studio est complet et très confortable. Si vous désirez vous évadez un peu plus, allez vers la banlieue, très jolie. Plus bruyant en ville, ça va de soit! Une expérience très culturel et architecture à l'avant plan.",['correct'],"['tout', 'tout']"
5651579,870247639084514770,2023-04-15,162895451,Pamela,Gregg is a great host. He is a wonderful person and takes time to make sure all is well. Thanks for a great stay!,"['great', 'wonderful', 'well', 'great']",[]
5651579,875405279629302323,2023-04-22,423979432,Marcela Francisca,"Me gustó mucho la estadía, un apartamento completo por buen precio , muy bonita la fachada se la casa y cerca de la estación de trenes. Muy cómodo y práctico, me gustó el sistema que utiliza Gregg con las llaves. Definitivamente si debo volver a Albany volvería al mismo alojamiento.",[],[]
5651579,884846355410236617,2023-05-05,148463375,Michael,Within walking distance of The State Archives where I was doing research. Recommendation for good place to eat was dead on.,"['recommendation', 'good']",['dead']
5651579,887729636337914259,2023-05-09,322457299,Althea,"Gregg is a great host. Very responsive and helpful. Location is in a quiet area on a tree lined street. Close to restaurants, bars, public transportation, highways, the Capitol Building and surrounding areas. Neighborhood is walkable with a little park in front of the building. The studio has a kitchen with utensils and all you need. The bed is comfortable and the lockbox to enter is user friendly. Bonus washer/dryer in unit. Parking: read the signs and/or clarify with Gregg. He’s awesome.","['great', 'responsive', 'helpful', 'quiet', 'comfortable', 'friendly', 'bonus', 'awesome']",[]
5651579,916722602300962302,2023-06-18,319629400,Gabrielle,"Gregg was super nice and responsive. This unit is in the basement and also has dated amenities. This street felt relatively safe, but the immediate neighborhood was variable. There is street parking and you will have to move your car on sundays and mondays to the opposite side for street cleaning. Overall it was close to where I needed to be for work and got the job done for an extended stay.","['super', 'nice', 'responsive', 'safe', 'work']",[]
5651579,921070859134268578,2023-06-24,62585053,Steve,Quaint basement space.  Wish there had been comfortable sitting space. Everything else was very nice.,"['quaint', 'comfortable', 'nice']",[]
5651579,936975913811619582,2023-07-16,521621609,Teri,Very peaceful and quiet.,"['peaceful', 'quiet']",[]
5651579,944228428712694762,2023-07-26,149245586,Martin,Gregg is super friendly and responsive - The location is super downtown and the place is spacious with everything you need! Highly recommend!,"['super', 'friendly', 'responsive', 'super', 'spacious', 'recommend']",[]
5651579,946406730997478925,2023-07-29,482914840,Jim,"My goal in booking Gregg’s place was to give my wife a few days of relaxing respite from her daily travel schedule.  By booking this place we were closer to where she receives treatment. From start to finish getting there, getting in, and enjoying our stay was so simple thanks to Gregg’s clear communication, well appointed apartment, and check ins made this exactly the getaway we needed.  Having the Empire Plaza practically across the street was great, too!  Thank you, Gregg.  It was a pleasure to meet you and we  are so grateful for your hospitality!","['respite', 'enjoying', 'clear', 'well', 'great', 'thank', 'pleasure', 'grateful']",[]
5651579,950712645892605866,2023-08-04,175914942,Jugba,"Gregg is an excellent host. His place was very comfortable, peaceful and centrally located downtown. I highly recommend it.","['excellent', 'comfortable', 'peaceful', 'recommend']",[]
5651579,958721367603854052,2023-08-15,527692059,Thomas,Nice location beautiful view of downtown. Large Studio with kitchen and bathroom. Nice park right in front where people come to walk their dogs.,"['nice', 'beautiful', 'nice', 'right']",[]
5651579,964471384745062877,2023-08-23,263086463,Greg,"Cozy unit, very well stocked with pretty much everything you need and a great host! Would come back","['cozy', 'well', 'pretty', 'great']",[]
5651579,968883844054667760,2023-08-29,108142412,Kathy,"Thank you so much for your beautiful  space!  Had many wonderful places to walk around close by , too.","['thank', 'beautiful', 'wonderful']",[]
5651579,973171165263641707,2023-09-04,99131420,Katie.FGW@Gmail.Com,"Gregg’s spot is in a very convenient spot and there’s a lot of space — between the sitting area, kitchen and bedroom. The inside is a bit dark and the furnishings are on the older side. But Gregg was very responsive and it was a good stay!","['convenient', 'responsive', 'good']",['dark']
5651579,976097924573971750,2023-09-08,72960530,Ian,"Gregg's place offers excellent value for the money. While branded as a studio apartment, the studio is very, very large! It is located on the lower (basement) level, which was very nice during a hot late summer week. I barely needed air conditioning at all! The studio is well-appointed and has what you'd need to cook a meal. In-unit laundry was a final very welcome perk. I would say that Gregg's place is perfect if you're looking for somewhere for 1-2 people right near downtown/capitol area. It was great for me for a 1 week work trip, and I'd stay again.","['excellent', 'nice', 'hot', 'welcome', 'perfect', 'right', 'great', 'work']",[]
5651579,983394706450927753,2023-09-18,20698101,Matthew,Gregg's apartment was in a great location and easy check in.,"['great', 'easy']",[]
5651579,1009520485138848631,2023-10-24,530387686,Harold,Great place. I know Albany very well so was well placed I’ll be back in 6 weeks hopefully place available thanks,"['great', 'well', 'well', 'available']",[]
5651579,1011589420254397840,2023-10-27,500065827,Becky,Gregg is great! The place was squeaky clean with all the basic amenities. You can’t beat the location if your plan is to visit the Capital Center!<br/>   I’ve stayed at Gregg’s Air BnB before and I hope to stay there again!,"['great', 'clean']",['squeaky']
5651579,1021860637135030926,2023-11-10,263086463,Greg,Second time here and had a great stay!,['great'],[]
5651579,1023240429285879403,2023-11-12,34950031,Kenneth,"Really had a wonderful time, Gregg made sure to check in throughout my stay to make sure I was comfortable. Thanks for hosting me on my little getaway in Albany 😊","['wonderful', 'comfortable']",[]
5651579,1081941387947838907,2024-02-01,540253479,Warren,Gregg was great.  Very responsive.  Thoughtful.  Place was as advertised.,"['great', 'responsive', 'thoughtful']",[]
5651579,1092094931079326868,2024-02-15,420004839,Jackelynn,it's always a pleasure  staying at Gregg's.  I felt right at home the moment I arrived. I look forward to staying again.,"['pleasure', 'right']",[]
5651579,1094348674617781213,2024-02-18,523866222,Deborah,"Steps away from the Empire State Plaza. Easy walk to some sights. The room was adequate for an over night. But there was a damp, musty smell in the entryway, hall and room. Communication with Gregg was great, always quick and friendly.","['easy', 'adequate', 'great', 'friendly']","['musty', 'smell']"
5651579,1098653308436608993,2024-02-24,561824589,Charles,Pros:<br/>1) very inexpensive <br/>2) 10-15 minute walk to MVP & Egg<br/>3) Host was very responsive <br/>4) Host takes  care of street parking  permit￼ (permit needed to park in front of location during specific hours/days) <br/>Cons:<br/>1) overall VERY filthy <br/>2) one block away from a drug prone location <br/>3) paper thin walls (could clearly hear the guest conversation in the adjoining apartment)<br/>Summary:<br/>You get what you pay for.,"['pros', 'inexpensive', 'responsive', 'clearly']","['cons', 'filthy']"
5651579,1107297632420161041,2024-03-07,97602905,Chris,"Gregg was a very responsive and helpful host. Great location, within easy walking distance of Empire Plaza and downtown, and a short walk to the trendy spots around Washington Park.","['responsive', 'helpful', 'great', 'easy', 'trendy']",[]
5651579,1111710671645739432,2024-03-13,451371328,Hannah,"The studio was clean and had everything I needed for a few nights. It was easy to find and was a fairly short walk away from some cool sites (like the New York State Museum) and some cute coffee shops. Gregg was very proactive in terms of arranging my stay. I'll just note that to get from the front door of the building to the studio itself, you walk through a cluttered hallway with what seemed like a bunch of antiques in it. It wasn't a problem, it was just a bit of a surprise. Overall, a great stay!","['clean', 'easy', 'fairly', 'cool', 'like', 'cute', 'proactive', 'like', 'great']",['problem']
5651579,1120321796178750711,2024-03-25,30350742,Adélaïde,"We had a very nice stay at Gregg's place. The apartment is conveniently located near the downtown area, minutes from the MVP Arena for concerts/events, restaurants, bars or even the riverfront. Gregg was very proactive, friendly and helpful and provided some really good recommendations for dining out (Café Capriccio was absolutely amazing). The apartment was well-furnished and equipped with everything you could need for a short stay.","['nice', 'conveniently', 'proactive', 'friendly', 'helpful', 'good', 'recommendations', 'amazing']",[]
5651579,1124714056785448910,2024-03-31,120687371,Karin,"Great stay at Gregg’s place.  Walked to MVP Arena, breakfast at Stacks,  Easter mass at Immaculate Conception. Free parking too","['great', 'immaculate', 'free']",[]
6623339,859431182358606560,2023-03-31,212432242,Kristyn,It was all around a nice stay.,['nice'],[]
6623339,860903769446473091,2023-04-02,507921414,Chinalu,"Good location in a walkable area. Nice clean apartment.<br/>Check-in was simple and straightforward. Appreciated the detailed instructions from the hosts. My only gripe is that the hosts were not as responsive as I would’ve liked. Overall I enjoyed my stay, and would book again in the future.","['good', 'nice', 'clean', 'straightforward', 'appreciated', 'responsive', 'liked', 'enjoyed']",['gripe']
6623339,1028339798894558342,2023-11-19,32933996,Heath,Another great stay at one of Terra’s properties. This one has a wonderful location right on the corner of Lark and Madison. Went to dinner and a show on Lark Ave and had a great time being able to walk from the apt.,"['great', 'wonderful', 'right', 'great']",[]
6623339,1034089437235083771,2023-11-27,14057315,Leiah,"I recently stayed at this Airbnb and want to provide constructive feedback. The host's delayed response (over 24 hours) for check-in instructions caused unnecessary stress. The property lacked essential amenities, including shampoo and hangers. While a laundry machine was available, the absence of detergent was inconvenient. Despite a ""No Pets"" policy, pet hair was present. The Keurig machine had no K-Cups, and dining chairs were unstable. Additionally, it's worth noting that there was noise from a bar's outdoor patio below the bedroom window. Improvements in host communication and addressing these issues would enhance the overall guest experience.","['constructive', 'available', 'worth', 'improvements', 'enhance']","['delayed', 'unnecessary', 'stress', 'lacked', 'absence', 'unstable', 'noise', 'issues']"
